"","Number.of.Vehicles","Accident.Date","Time..24hr.","X1st.Road.Class","Road.Surface","Lighting.Conditions","Daylight.Dark","Weather.Conditions","Type.of.Vehicle","Casualty.Class","Casualty.Severity","Sex.of.Casualty","Age.of.Casualty"
"672",2,2016-07-18,1839,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,2,3,"Female",8
"673",2,2016-07-21,945,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,2,3,"Female",12
"674",2,2016-07-22,2220,"A","Dry","Darkness: Street Lights Present::On","Dark","Fine, no high winds",4,3,3,"Male",36
"675",1,2016-07-23,1403,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,3,3,"Female",31
"676",1,2016-07-23,1403,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,3,3,"Female",1
"677",2,2016-07-23,1340,"A","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,3,"Female",49
"678",2,2016-07-24,131,"A","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",19,1,2,"Male",26
"679",2,2016-07-24,131,"A","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",19,2,3,"Female",15
"680",2,2016-07-24,131,"A","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",8,1,3,"Male",43
"681",2,2016-07-24,131,"A","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",19,2,3,"Female",20
"682",2,2016-07-24,1234,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,3,"Male",22
"683",2,2016-07-26,639,"Unknown","Wet/Damp","Daylight: Street Lights Present","Daylight","Raining, no high winds",9,1,3,"Female",44
"684",2,2016-07-26,750,"Motorway","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,3,"Male",33
"685",2,2016-07-26,750,"Motorway","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,3,"Male",37
"686",2,2016-07-27,1110,"A","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,3,"Female",27
"687",2,2016-07-28,1015,"A","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,3,"Male",53
"688",2,2016-07-28,1015,"A","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,3,"Female",68
"689",3,2016-07-28,1618,"Motorway","Wet/Damp","Daylight: Street Lights Present","Daylight","Raining, no high winds",9,1,3,"Female",21
"690",3,2016-07-29,1850,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,3,"Female",24
"691",3,2016-07-29,1850,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,2,3,"Female",2
"692",1,2016-07-29,2018,"A","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,2,3,"Female",20
"693",1,2016-07-29,2018,"A","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,2,3,"Male",17
"694",1,2016-07-30,522,"A","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,3,2,"Female",20
"695",2,2016-08-05,1450,"A","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,3,"Female",20
"696",2,2016-08-05,1450,"A","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,2,3,"Female",27
"697",2,2016-08-05,1730,"A","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",5,1,3,"Male",46
"698",1,2016-08-07,57,"Unknown","Dry","Darkness: Street Lights Present::On","Dark","Fine, no high winds",9,1,2,"Male",34
"699",1,2016-08-07,57,"Unknown","Dry","Darkness: Street Lights Present::On","Dark","Fine, no high winds",9,2,2,"Male",20
"700",1,2016-08-07,57,"Unknown","Dry","Darkness: Street Lights Present::On","Dark","Fine, no high winds",9,2,2,"Male",24
"701",1,2016-08-07,1732,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",1,1,2,"Male",14
"702",2,2016-08-09,1825,"A","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,3,"Male",20
"703",2,2016-08-09,1825,"A","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,2,3,"Male",14
"704",1,2016-08-10,120,"A","Wet/Damp","Darkness: Street Lights Present::On","Dark","Raining, no high winds",5,1,1,"Male",21
"705",2,2016-08-11,1755,"A","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,3,"Female",37
"706",2,2016-08-11,1815,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",22,1,3,"Male",50
"707",1,2016-08-12,1600,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",2,3,3,"Male",64
"708",1,2016-08-13,45,"A","Wet/Damp","Darkness: Street Lights Present::On","Dark","Raining, no high winds",8,3,2,"Male",38
"709",2,2016-08-14,1655,"A","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",1,1,2,"Male",51
"710",2,2016-08-15,2110,"B","Dry","Darkness: Street Lights Present::On","Dark","Fine, no high winds",5,1,3,"Female",35
"711",2,2016-08-16,1720,"B","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",11,2,3,"Male",13
"712",2,2016-08-16,1720,"B","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",11,2,3,"Female",34
"713",2,2016-08-16,1720,"B","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",11,2,3,"Female",17
"714",2,2016-08-16,1720,"B","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",11,2,3,"Male",60
"715",2,2016-08-17,1135,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",11,3,3,"Male",48
"716",2,2016-08-18,735,"B","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",3,1,3,"Male",51
"717",1,2016-08-18,1932,"A","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",19,1,3,"Male",32
"718",2,2016-08-19,1120,"A","Wet/Damp","Daylight: Street Lights Present","Daylight","Raining, no high winds",9,1,3,"Female",27
"719",4,2016-08-19,1904,"Motorway","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,3,"Male",23
"720",2,2016-08-19,2314,"A","Wet/Damp","Darkness: Street Lights Present::On","Dark","Fine, no high winds",9,1,3,"Male",20
"721",2,2016-08-19,2314,"A","Wet/Damp","Darkness: Street Lights Present::On","Dark","Fine, no high winds",9,2,3,"Female",18
"722",3,2016-08-21,1815,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",2,1,3,"Male",12
"723",3,2016-08-21,1815,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",2,1,3,"Male",13
"724",2,2016-08-21,2250,"Unknown","Dry","Darkness: Street Lights Present::On","Dark","Unknown",9,1,3,"Male",34
"725",3,2016-08-23,2054,"A","Dry","Darkness: Street Lights Present::On","Dark","Fine, no high winds",9,1,2,"Male",26
"726",3,2016-08-23,2054,"A","Dry","Darkness: Street Lights Present::On","Dark","Fine, no high winds",9,2,2,"Male",25
"727",3,2016-08-23,2054,"A","Dry","Darkness: Street Lights Present::On","Dark","Fine, no high winds",9,1,2,"Female",54
"728",2,2016-08-23,1620,"A","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,3,"Male",40
"729",2,2016-08-24,2220,"A","Dry","Darkness: Street Lights Present::On","Dark","Fine, no high winds",9,1,3,"Male",46
"730",1,2016-08-25,1701,"Unknown","Wet/Damp","Daylight: Street Lights Present","Daylight","Raining, no high winds",19,3,3,"Female",50
"731",2,2016-08-26,1835,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,3,"Female",36
"732",2,2016-08-26,1835,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,2,3,"Female",19
"733",2,2016-08-26,1835,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,2,3,"Male",15
"734",3,2016-08-28,1830,"A","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,2,"Male",49
"735",3,2016-08-28,1830,"A","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,2,2,"Female",28
"736",3,2016-08-28,1830,"A","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,3,"Female",58
"737",2,2016-08-29,1910,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,3,"Male",45
"738",2,2016-08-29,1910,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,2,3,"Male",30
"739",2,2016-08-29,1910,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,2,3,"Male",24
"740",1,2016-08-30,700,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,3,3,"Male",32
"741",1,2016-08-29,1330,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",17,1,3,"Male",28
"742",2,2016-09-03,1528,"B","Wet/Damp","Daylight: Street Lights Present","Daylight","Raining, no high winds",9,1,3,"Female",37
"743",2,2016-09-03,1528,"B","Wet/Damp","Daylight: Street Lights Present","Daylight","Raining, no high winds",9,2,3,"Female",36
"744",2,2016-09-03,1550,"Unknown","Wet/Damp","Daylight: Street Lights Present","Daylight","Raining, no high winds",9,1,3,"Female",26
"745",1,2016-09-03,2213,"A","Wet/Damp","Daylight: Street Lights Present","Daylight","Raining, no high winds",9,3,2,"Male",60
"746",2,2016-09-06,1439,"A","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,3,"Female",85
"747",2,2016-09-06,2040,"A","Dry","Darkness: Street Lights Present::On","Dark","Fine, no high winds",9,1,1,"Male",30
"748",2,2016-09-06,2040,"A","Dry","Darkness: Street Lights Present::On","Dark","Fine, no high winds",9,2,1,"Female",26
"749",1,2016-09-07,1131,"A","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",11,2,3,"Female",65
"750",1,2016-09-09,1119,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",8,3,3,"Male",61
"751",1,2016-09-09,1700,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,3,3,"Female",55
"752",2,2016-09-10,2035,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,2,3,"Male",9
"753",2,2016-09-11,1715,"A","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,2,"Male",28
"754",2,2016-09-11,2007,"A","Dry","Darkness: Street Lights Present::On","Dark","Fine, no high winds",9,2,2,"Male",19
"755",2,2016-09-11,2007,"A","Dry","Darkness: Street Lights Present::On","Dark","Fine, no high winds",9,1,3,"Male",35
"756",2,2016-09-13,1144,"A","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",5,1,3,"Male",47
"757",3,2016-09-13,1905,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",1,1,3,"Male",14
"758",2,2016-09-14,1910,"A","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",1,1,3,"Female",52
"759",2,2016-09-15,820,"A","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",1,1,3,"Male",60
"760",2,2016-09-15,1840,"A","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",1,1,3,"Male",14
"761",2,2016-09-16,1108,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,3,"Female",52
"762",2,2016-09-16,1108,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,2,3,"Female",55
"763",1,2016-09-17,1315,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,3,3,"Male",1
"764",3,2016-09-19,1514,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,3,"Male",26
"765",1,2016-09-19,1645,"A","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",1,1,3,"Male",55
"766",2,2016-09-20,1655,"A","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,3,"Male",63
"767",1,2016-09-22,1613,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,3,3,"Male",11
"768",2,2016-09-23,1125,"Motorway","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,3,"Female",56
"769",1,2016-09-23,1310,"A","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",19,3,3,"Male",19
"770",2,2016-09-26,1529,"Unknown","Wet/Damp","Daylight: Street Lights Present","Daylight","Raining, no high winds",2,1,3,"Male",16
"771",2,2016-09-28,810,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,3,"Female",55
"772",2,2016-09-28,2019,"A","Dry","Darkness: Street Lights Present::On","Dark","Fine, no high winds",1,1,2,"Male",37
"773",2,2016-09-29,2200,"B","Dry","Darkness: Street Lights Present::On","Dark","Fine, no high winds",9,1,1,"Male",18
"774",2,2016-09-29,2200,"B","Dry","Darkness: Street Lights Present::On","Dark","Fine, no high winds",9,2,3,"Male",72
"775",1,2016-10-01,1529,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,3,3,"Female",24
"776",2,2016-10-01,2255,"A","Dry","Darkness: Street Lights Present::On","Dark","Fine, no high winds",9,1,3,"Female",18
"777",1,2016-10-03,945,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,3,3,"Male",43
"778",2,2016-10-03,1330,"A","Dry","Daylight: Street Lights Present","Daylight","Other",9,2,3,"Female",11
"779",1,2016-10-03,1337,"B","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,3,3,"Female",35
"780",2,2016-10-04,700,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",1,1,3,"Male",51
"781",1,2016-10-05,845,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,3,3,"Male",13
"782",2,2016-10-05,1555,"A","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,3,"Male",23
"783",2,2016-10-09,1945,"Unknown","Dry","Darkness: Street Lights Present::On","Dark","Fine, no high winds",3,1,3,"Male",23
"784",1,2016-10-06,858,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",10,3,3,"Male",5
"785",2,2016-10-08,458,"Motorway","Dry","Darkness: Street Lights Present::On","Dark","Fine, no high winds",9,1,3,"Male",28
"786",2,2016-10-08,1121,"A","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,2,3,"Female",62
"787",2,2016-10-08,1121,"A","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,3,"Male",54
"788",2,2016-10-08,1121,"A","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,2,3,"Female",48
"789",2,2016-10-08,1153,"B","Wet/Damp","Daylight: Street Lights Present","Daylight","Fine, no high winds",19,1,3,"Male",38
"790",2,2016-10-08,1153,"B","Wet/Damp","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,2,3,"Female",29
"791",2,2016-10-08,1153,"B","Wet/Damp","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,2,3,"Female",25
"792",2,2016-10-15,1605,"A","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,3,"Male",86
"793",2,2016-10-16,1821,"A","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,3,"Female",22
"794",2,2016-10-16,1821,"A","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,2,3,"Female",24
"795",1,2016-10-18,1335,"A","Wet/Damp","Daylight: Street Lights Present","Daylight","Raining, no high winds",9,3,3,"Male",51
"796",2,2016-10-18,1740,"Motorway","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,3,"Male",48
"797",2,2016-10-18,1905,"Unknown","Wet/Damp","Darkness: Street Lights Present::On","Dark","Fine, no high winds",9,2,3,"Female",10
"798",2,2016-10-18,1905,"Unknown","Wet/Damp","Darkness: Street Lights Present::On","Dark","Fine, no high winds",9,2,3,"Female",32
"799",2,2016-10-19,1915,"Unknown","Dry","Darkness: Street Lights Present::On","Dark","Fine, no high winds",8,2,3,"Female",20
"800",2,2016-10-21,1216,"A","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,3,"Male",72
"801",1,2016-10-22,930,"A","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,3,"Female",78
"802",2,2016-10-26,739,"A","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",1,1,2,"Male",46
"803",1,2016-10-26,1012,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,3,"Female",79
"804",1,2016-10-26,1125,"Unknown","Wet/Damp","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,3,"Female",49
"805",2,2016-10-26,1700,"A","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",4,1,3,"Male",33
"806",4,2016-10-27,1735,"Motorway","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,2,3,"Male",NA
"807",4,2016-10-27,1735,"Motorway","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,3,"Female",20
"808",1,2016-10-26,2150,"Unknown","Dry","Darkness: Street Lights Present::On","Dark","Fine, no high winds",9,3,3,"Male",40
"809",1,2016-10-28,1300,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",19,3,3,"Male",25
"810",2,2016-10-31,1740,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",11,2,3,"Male",64
"811",1,2016-10-31,1800,"A","Dry","Darkness: Street Lights Present::On","Dark","Fine, no high winds",9,3,3,"Male",27
"812",2,2016-11-02,2250,"A","Wet/Damp","Darkness: Street Lights Present::On","Dark","Fine, no high winds",9,2,3,"Female",52
"813",2,2016-11-04,726,"B","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",3,1,2,"Male",21
"814",2,2016-11-04,1000,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,3,"Female",41
"815",2,2016-11-04,1340,"Motorway","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,3,"Male",44
"816",1,2016-10-27,900,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,3,3,"Female",74
"817",3,2016-11-09,540,"Motorway","Snow","Darkness: Street Lights Present::On","Dark","Snowing, no high winds",8,1,3,"Male",58
"818",2,2016-11-10,1610,"Unknown","Wet/Damp","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,3,3,"Female",36
"819",1,2016-11-10,1805,"A","Wet/Damp","Darkness: Street Lights Present::On","Dark","Fine, no high winds",9,3,3,"Female",22
